stringId_A	stringId_B	preferredName_A	preferredName_B	ncbiTaxonId	score	nscore	fscore	pscore	ascore	escore	dscore	tscore
9606.ENSP00000349430	9606.ENSP00000352252	H2BC12	H3C12	9606	0.987	0	0	0	0	0.903	0.4	0.799
9606.ENSP00000351059	9606.ENSP00000480558	CX3CR1	CCL3L1	9606	0.754	0	0	0	0	0.0	0.65	0.327
9606.ENSP00000351059	9606.ENSP00000356792	CX3CR1	XCL1	9606	0.77	0	0	0	0	0.0	0.65	0.371
9606.ENSP00000351059	9606.ENSP00000497260	CX3CR1	GNAI1	9606	0.9	0	0	0	0	0.9	0.0	0.0
9606.ENSP00000351589	9606.ENSP00000358155	H2AC13	H2AC18	9606	0.82	0	0	0	0	0.8	0.0	0.141
9606.ENSP00000351589	9606.ENSP00000366679	H2AC13	H2AC12	9606	0.9	0	0	0	0	0.9	0.0	0.0
9606.ENSP00000351589	9606.ENSP00000445831	H2AC13	H2BC18	9606	0.942	0	0	0	0	0.904	0.4	0.074
9606.ENSP00000352252	9606.ENSP00000477527	H3C12	H2BC17	9606	0.788	0	0	0	0	0.075	0.4	0.65
9606.ENSP00000352252	9606.ENSP00000482674	H3C12	H2BC3	9606	0.949	0	0	0	0	0.857	0.4	0.457
9606.ENSP00000352252	9606.ENSP00000358155	H3C12	H2AC18	9606	0.989	0	0	0	0	0.103	0.4	0.982
9606.ENSP00000356694	9606.ENSP00000398698	FASLG	TNF	9606	0.976	0	0	0	0	0.0	0.0	0.976
9606.ENSP00000356792	9606.ENSP00000356793	XCL1	XCL2	9606	0.908	0	0	0	0	0.0	0.9	0.122
9606.ENSP00000356946	9606.ENSP00000480132	FCGR3A	NCAM1	9606	0.765	0	0	0	0	0.07	0.0	0.758
9606.ENSP00000358155	9606.ENSP00000477527	H2AC18	H2BC17	9606	0.707	0	0	0	0	0.176	0.4	0.456
9606.ENSP00000358155	9606.ENSP00000482674	H2AC18	H2BC3	9606	0.757	0	0	0	0	0.314	0.4	0.458
9606.ENSP00000358155	9606.ENSP00000366679	H2AC18	H2AC12	9606	0.8	0	0	0	0	0.8	0.0	0.0
9606.ENSP00000378485	9606.ENSP00000431418	MATK	NTRK1	9606	0.926	0	0	0	0	0.292	0.9	0.0
9606.ENSP00000381775	9606.ENSP00000398698	TNFSF11	TNF	9606	0.724	0	0	0	0	0.0	0.5	0.471
9606.ENSP00000399588	9606.ENSP00000428924	GAB3	LYN	9606	0.716	0	0	0	0	0.457	0.5	0.0
9606.ENSP00000428924	9606.ENSP00000482457	LYN	PLCG2	9606	0.91	0	0	0	0	0.457	0.4	0.747
9606.ENSP00000445831	9606.ENSP00000477527	H2BC18	H2BC17	9606	0.8	0	0	0	0	0.8	0.0	0.0
9606.ENSP00000445831	9606.ENSP00000482674	H2BC18	H2BC3	9606	0.8	0	0	0	0	0.8	0.0	0.0
9606.ENSP00000445831	9606.ENSP00000477907	H2BC18	H2BC14	9606	0.8	0	0	0	0	0.8	0.0	0.0
9606.ENSP00000477527	9606.ENSP00000477907	H2BC17	H2BC14	9606	0.874	0	0	0	0	0.8	0.4	0.0
9606.ENSP00000477527	9606.ENSP00000482674	H2BC17	H2BC3	9606	0.907	0	0	0	0	0.852	0.4	0.0
9606.ENSP00000477907	9606.ENSP00000482674	H2BC14	H2BC3	9606	0.874	0	0	0	0	0.8	0.4	0.0
