Name,baseMean,log2FoldChange,lfcSE,stat,pvalue,padj,symbol
ENSG00000277150,566.3678898148314,4.598677277162918,0.42631958384565366,10.786924765876673,3.968473681610681e-27,6.364638090567211e-23,F8A3
ENSG00000167768,212.32690323691548,7.078513396578939,0.8885359704048603,7.966490533133535,1.6324398764036206e-15,1.3090535368880634e-11,KRT1
ENSG00000241945,459.9634663385498,3.3099071673571574,0.43939708457084736,7.532838254013212,4.96490983031427e-14,2.6542407952860086e-10,PWP2
ENSG00000259024,91.78491419692634,4.044425002461442,0.6391878976997628,6.327443021083568,2.492569643927805e-10,9.993957987328535e-07,TVP23C-CDRT4
ENSG00000227191,484.26991774792634,-3.108236662192183,0.5067396112654409,-6.13379454278348,8.580732389631074e-10,2.752355721298063e-06,TRGC2
ENSG00000160221,755.273848429089,2.3104263010016104,0.391879487566091,5.8957571761445,3.729671128862292e-09,9.969410927448907e-06,C21orf33
ENSG00000276085,82.59313367943349,6.692843117914778,1.240489683711208,5.395323480556171,6.840020899311307e-08,0.0001487986087947045,CCL3L3
ENSG00000160111,535.4389938048935,3.0099011508613307,0.5593950221301198,5.380636279886672,7.422302471365731e-08,0.0001487986087947045,CPAMD8
ENSG00000066735,77.96020363427814,4.652947070238703,0.8726320139925278,5.332083851645793,9.709208391768611e-08,0.00017301809354131666,KIF26A
ENSG00000172594,96.50347134552965,6.207670761439473,1.1979937692900091,5.181722076166095,2.1984662905777445e-07,0.00035259002368285864,SMPDL3A
ENSG00000022556,282.78952182732814,2.9703014301888,0.5753444815303028,5.162648683599753,2.4347984112948843e-07,0.0003549936083667941,NLRP2
ENSG00000073008,269.1141880039937,3.8552539014033655,0.7674332032790657,5.023569328158792,5.07199040314652e-07,0.0006778715173805324,PVR
ENSG00000211459,4530.15440018493,-2.1647206374311825,0.43699039411006335,-4.953703025531406,7.281430901582036e-07,0.0008983045292274822,MT-RNR1
ENSG00000188933,504.1686842813012,2.045448867481379,0.4154444993474863,4.923518955465875,8.50016388818716e-07,0.0009737544888481834,USP32P1
ENSG00000225840,260.0012959485774,-4.372038022854914,0.8949162054481677,-4.885416082800097,1.032106586885379e-06,0.0011035283626978473,AC010970.2
ENSG00000204577,1452.1455794011158,3.6395912503097714,0.7472100894021912,4.870907529128311,1.1108682380994078e-06,0.0011130126450422124,LILRB3
ENSG00000198019,101.01249780833442,5.541749714173721,1.1405113142664993,4.859004592810905,1.1797739721734388e-06,0.0011130126450422124,FCGR1B
ENSG00000103196,978.9356287346983,3.712025629043997,0.7686424692697393,4.829326738308728,1.369954570710214e-06,0.0012206295225028008,CRISPLD2
ENSG00000130202,198.80978030138778,4.586988742046465,0.9569273830400092,4.793455410873829,1.6393290812978639e-06,0.001383766305571323,NECTIN2
ENSG00000012779,2453.0218374373585,3.325320773744743,0.7064140786964838,4.707325170926403,2.5098837534367515e-06,0.002012675781880931,ALOX5
ENSG00000183773,158.0368838864274,4.315766171500659,0.9321404548804028,4.6299526524190915,3.6574935493972575e-06,0.0027932800735825337,AIFM3
ENSG00000124313,433.67027262455827,3.5310076294158868,0.7709344563243038,4.58016579807729,4.646074725872141e-06,0.0033869884751607906,IQSEC2
ENSG00000198121,97.42321383572636,5.113371246264717,1.1292934767908798,4.5279383538063245,5.956195110903828e-06,0.0041532807473337215,LPAR1
ENSG00000078114,183.94519349190443,4.115770660904631,0.9122530540242034,4.511654570789119,6.432388248422094e-06,0.004216155614897898,NEBL
