Name,baseMean,log2FoldChange,lfcSE,stat,pvalue,padj,symbol
ENSG00000000938,364.9727895595436,-1.4676645093250478,0.35646647415039856,-4.117258187668494,3.834064706383499e-05,0.009144499929038404,FGR
ENSG00000002933,18.161493833108423,-2.077691434130817,1.004246621959235,-2.0689055742874642,0.03855494840526912,0.7838687621302421,TMEM176A
ENSG00000005020,274.7109978534239,-1.000986973364115,0.27753285933854654,-3.6067331837743506,0.00031007621086232717,0.03878771510423293,SKAP2
ENSG00000006327,26.445990798379754,-3.0684142256223765,0.8219298796330445,-3.73318247901182,0.00018907550793172985,0.02705746148706227,TNFRSF12A
ENSG00000010327,294.33684371052794,-1.61428070307584,0.3797522344956407,-4.25087874787573,2.1293342669837968e-05,0.005685004681762113,STAB1
ENSG00000010671,51.994034057942066,-1.6515070743044222,0.601198680094583,-2.7470237859547537,0.0060138772830328965,0.2799977090390698,BTK
ENSG00000011600,191.70825737062327,-1.4038804542895638,0.42226599003281756,-3.324635389604684,0.0008853423517868419,0.07879106462071159,TYROBP
ENSG00000019991,13.10510035222188,-2.204751572077838,1.0628632461771867,-2.0743511265515058,0.03804671278501429,,HGF
ENSG00000029534,816.8097358642414,-1.6361942404239995,0.8247861553062837,-1.983779953018731,0.047280375896799134,0.8602900707116196,ANK1
ENSG00000044459,24.627837937385035,-1.5459139039967686,0.7750359540227202,-1.994635082376385,0.0460826943891571,0.8484677844550963,CNTLN
ENSG00000066279,164.5490259459212,-1.057203294490485,0.35399325460450637,-2.9865068916966493,0.0028218447784407697,0.17587860416985537,ASPM
ENSG00000066336,162.09713952635775,-1.4842826879662512,0.4616256767527871,-3.215338233365048,0.00130290905808387,0.1003318184054108,SPI1
ENSG00000075618,89.1348598525774,-1.0519392514829278,0.43504418427794334,-2.4180055486291923,0.015605838845035956,0.48974955308772494,FSCN1
ENSG00000081189,73.01984794862327,-1.8254660184033151,0.5340871470558806,-3.4179178968564843,0.0006310213914918696,0.06450120372003751,MEF2C
ENSG00000086730,145.92394128797264,-1.4254583384982853,0.38133030235300713,-3.738119760487071,0.0001854016316524138,0.02705746148706227,LAT2
ENSG00000090376,220.11024756459483,-1.3275749483419261,0.355558423115566,-3.733774429274113,0.00018863144954899688,0.02705746148706227,IRAK3
ENSG00000090382,4030.0285161706197,-1.1185168080920147,0.20949593720881113,-5.339085917342417,9.341636956916958e-08,5.762179375356226e-05,LYZ
ENSG00000092068,144.37858498005835,-1.4519260239872507,0.544805918791605,-2.6650334989158413,0.007698065405552733,0.32400704464594654,SLC7A8
ENSG00000094804,46.14202244622314,-1.2647531473094993,0.5674611174139028,-2.2287926141501524,0.025827706603235873,0.6354965828317515,CDC6
ENSG00000095303,78.40186742473797,-1.1473711150693109,0.47965755290256035,-2.3920630627542576,0.016753963410120316,0.510524294791959,PTGS1
ENSG00000099822,153.28200206756503,-1.0802598325966095,0.3636327883130003,-2.970743748406884,0.0029707955024175494,0.18316075810083227,HCN2
ENSG00000099860,1726.275175182838,-1.2371225336273977,0.197514216851586,-6.263460693348383,3.765260983197492e-10,6.611573682824281e-07,GADD45B
ENSG00000099974,49.305935660116276,-3.0404190511169036,0.6601937419947327,-4.605343640384222,4.1178529386088585e-06,0.0014443167326634364,DDTL
ENSG00000100079,30.098129245980637,-3.4147630953420887,0.929366390748133,-3.674291570403391,0.0002385102495623843,0.03281901033978408,LGALS2
ENSG00000100162,98.01003209789559,-1.0533414832784844,0.4095157615908416,-2.5721634722594797,0.01010651581819132,0.3839799797046969,CENPM
ENSG00000100427,16.098691969311023,-1.975202264949847,0.9718774750201996,-2.0323572834207257,0.04211749921986439,,MLC1
ENSG00000100504,84.0972180298018,-1.166001431913424,0.5261338385845655,-2.2161688650368236,0.026679939340006047,0.6466812397209053,PYGL
ENSG00000101336,165.6770457040504,-1.7761827396786145,0.4568822931031557,-3.8876156211148785,0.00010123376984273013,0.018478261989252617,HCK
ENSG00000101439,394.1053610523668,-1.7244134007773106,0.8352114727368887,-2.064642856409303,0.03895680509468835,0.7838687621302421,CST3
ENSG00000101447,91.61381180567983,-1.1370706997495585,0.4306864660191219,-2.640135665881533,0.008287284514728984,0.33691578499880015,FAM83D
ENSG00000101916,111.78844169591835,-1.5264599484293075,0.46686909682568734,-3.2695673344154423,0.0010771209804692281,0.08878987945680981,TLR8
ENSG00000102055,8.093142012410103,-4.012213458202269,1.6360335075199481,-2.4524029854891882,0.014190563904118717,,PPP1R2P9
ENSG00000104972,98.30287812844003,-1.103395036133293,0.5334917219905467,-2.0682514660515103,0.03861638299301727,0.7838687621302421,LILRB1
ENSG00000105383,64.64291831504048,-1.2849971850691602,0.5537141410077603,-2.32068695722754,0.02030374516280104,0.5728602420696924,CD33
ENSG00000105501,19.113904751209915,-2.6790183661935276,1.01529977166001,-2.638647659511778,0.008323744213939657,0.3370542911317677,SIGLEC5
ENSG00000105697,86.60321514388517,-1.1916668137696236,0.42677373995948414,-2.792268366565278,0.005233992653270675,0.2588963211524501,HAMP
ENSG00000105711,109.31543803396667,-1.5426228931418167,0.4003585740809411,-3.8531031755296996,0.00011663021512503657,0.02006039700150629,SCN1B
ENSG00000105967,50.75461223064151,-1.3932469624519241,0.6354240978071186,-2.1926253147466257,0.028334385693128405,0.6700692714861933,TFEC
ENSG00000106066,148.72484494431836,-1.3251523813995238,0.4286708787020729,-3.0913048850246425,0.0019927890191962726,0.13710388452070355,CPVL
ENSG00000107551,107.18266303160928,-1.2775033421721371,0.503318330012091,-2.538161767606294,0.011143646149772798,0.4025857704964303,RASSF4
ENSG00000110077,187.60481553412936,-1.171246700859013,0.3580864182970272,-3.270849272723552,0.001072250431519079,0.08878987945680981,MS4A6A
ENSG00000110880,407.2073494028054,-1.0649625589286176,0.2643796888610759,-4.02815573131348,5.621610342423909e-05,0.012115586241599866,CORO1C
ENSG00000111665,57.83475465421879,-1.5151207311182961,0.520326345616886,-2.9118662621666918,0.003592764246890761,0.20402338682026008,CDCA3
ENSG00000114013,55.949143613819935,-1.4949143185349665,0.6159989311341193,-2.42681316959864,0.015232097683833575,0.48139887520921376,CD86
ENSG00000114646,52.16382879716179,-2.024794159357132,0.549316890232639,-3.686022030925755,0.00022778664091580698,0.03183318306798402,CSPG5
ENSG00000115594,182.21965081407726,-1.1174414096538332,0.34083550479078495,-3.2785358155094557,0.001043471218852869,0.08763198668000056,IL1R1
ENSG00000115705,81.77070389670386,-3.7570721769858646,0.7004728508558036,-5.363622833341302,8.156913679673375e-08,5.4041063667406416e-05,TPO
ENSG00000116701,418.4681923412275,-1.1568987652468856,0.33882636467142135,-3.414429589529712,0.000639157112981727,0.06459459003964481,NCF2
ENSG00000116774,61.671303291178766,-1.5735919176402378,0.522879885181285,-3.009471127570084,0.0026170295130655266,0.16839361125797173,OLFML3
ENSG00000116990,50.60830212901966,-2.188961204887226,0.678742959252884,-3.225022337317048,0.001259628402732463,0.09796622986121,MYCL
ENSG00000117115,55.739699847164125,-1.5922058105184336,0.6072570700227748,-2.6219633975751306,0.008742481976782618,0.34907481607296315,PADI2
ENSG00000119508,23.370026649114067,-1.8994297721247804,0.8197503072391806,-2.3170833305593126,0.020499192874776508,0.5753695806272259,NR4A3
ENSG00000119535,262.4399801974386,-1.1738516383266357,0.4104792328576789,-2.8597101737754245,0.0042402833721887825,0.2270963741368651,CSF3R
ENSG00000120594,189.46487214573142,-1.4779229416558486,0.3930387552762215,-3.7602473593658403,0.0001697454280216491,0.025952189884198798,PLXDC2
ENSG00000120738,697.3656184901083,-2.172886608713856,0.8258693358752168,-2.631029527705051,0.00851266395201971,0.3429606594002895,EGR1
ENSG00000121316,166.30009789095197,-1.2252710438831893,0.4629467190094978,-2.64667831862969,0.008128663620116876,0.3334989331115841,PLBD1
ENSG00000122025,22.77841097657999,-2.699684612148508,0.9894078032676178,-2.728586335414508,0.006360643769466202,0.28871851467748,FLT3
ENSG00000122877,33.38434292909234,-2.619707133227639,0.7297197174392639,-3.5900182914348657,0.00033065475768789994,0.04051200209261065,EGR2
ENSG00000123358,345.137202133291,-1.1839188401584033,0.2514353946520285,-4.708640332029927,2.49374652211274e-06,0.0009293362039073478,NR4A1
ENSG00000123405,48.434930554908455,-1.5565506178702837,0.6264785464857003,-2.4846032264024425,0.012969590004430223,0.44359469598326545,NFE2
ENSG00000124191,117.84368636766074,-1.1936457028249532,0.4706530677470184,-2.536147716063654,0.011207944639267794,0.4025857704964303,C20orf100
ENSG00000124216,42.39951009748589,-2.0643803277031862,0.6206486214830725,-3.3261659757984168,0.0008804948142430755,0.07879106462071159,SNAI1
ENSG00000124491,293.07349089370956,-1.240304463474631,0.2991894513755283,-4.145548774438106,3.390008274486937e-05,0.008306913426578402,F13A1
ENSG00000124610,40.29075947711334,-1.280392445287615,0.6337108325245314,-2.0204679793572096,0.04333486830717808,0.8308404333106125,HIST1H1A
ENSG00000124762,64.65171753672134,-1.0255668430688798,0.48349491749487383,-2.1211533068075186,0.03390890320550765,0.7288476920990519,CDKN1A
ENSG00000125657,25.05450691741047,-2.5011234179946364,0.812144904243262,-3.07965167906228,0.0020724281330398984,0.14100459496053566,TNFSF9
ENSG00000125740,4849.775513094437,-2.2676075674525356,0.6572803275445263,-3.4499854512972936,0.0005606167656823561,0.057977005811286925,FOSB
ENSG00000126803,359.87684016518654,-1.2559728825854848,0.2577968996867829,-4.871947196073584,1.1050370639877527e-06,0.0004535985093094661,HSPA2
ENSG00000126861,45.66545910578273,-1.4206270423961413,0.5758192496808258,-2.467140588272429,0.013619687203833128,0.45623401629619287,OMG
ENSG00000127249,37.07110721990054,-1.4624783467022915,0.6461464720232261,-2.2633851766193995,0.0236119557217039,0.6124317667523391,ATP13A4
ENSG00000127951,1079.9505400168302,-1.348536396181246,0.6810767554460974,-1.980006490308086,0.04770279939590259,0.8610571903066656,FGL2
ENSG00000128815,119.88760823621267,-2.106236165132144,0.5792017877083777,-3.636446243485375,0.00027642529724948713,0.03531925512284876,WDFY4
ENSG00000129226,113.92437542781222,-1.5655217638104784,0.5199034696974579,-3.011177757135351,0.0026023645865482525,0.1680545044194048,CD68
ENSG00000129993,40.21240349645843,-1.7252036393266876,0.742106731418767,-2.3247378931982277,0.020085979752335593,0.5703142949361573,CBFA2T3
ENSG00000130222,47.10254745716936,-1.553086892327668,0.6684503815046948,-2.323413876781159,0.020156929350877262,0.570517645931159,GADD45G
ENSG00000130508,96.39027809052058,-4.803870759511169,1.660366835525373,-2.8932586803874156,0.003812671462287339,0.21180455626520472,PXDN
